Division, Department, Course Number, Course Title
School of Human Ecology,CONSUMER SCIENCE,250,Retail Leadership Symposium 
School of Human Ecology,CONSUMER SCIENCE,275,Consumer Finance
School of Human Ecology,CONSUMER SCIENCE,299,Independent Study
School of Human Ecology,CONSUMER SCIENCE,357,Retailing Theory and Practice 
School of Human Ecology,CONSUMER SCIENCE,360,Sustainable and Socially Just Consumption
School of Human Ecology,CONSUMER SCIENCE,477,The Consumer and the Market 
School of Human Ecology,CONSUMER SCIENCE,501,Special Topics 
School of Human Ecology,CONSUMER SCIENCE,561,Direct Retailing 
School of Human Ecology,CONSUMER SCIENCE,564,Retail Financial Analysis
School of Human Ecology,CONSUMER SCIENCE,565,Seminar in Consumer Science 
School of Human Ecology,CONSUMER SCIENCE,601,Consumer Science Internship 
School of Human Ecology,CONSUMER SCIENCE,603,Retailing Internship 
School of Human Ecology,CONSUMER SCIENCE,657,Consumer Behavior 
School of Human Ecology,CONSUMER SCIENCE,691,Senior Thesis 
School of Human Ecology,CONSUMER SCIENCE,699,Independent Study 
School of Human Ecology,CONSUMER SCIENCE,748,The Economic Organization of the Household 
School of Human Ecology,CONSUMER SCIENCE,901,Graduate Special Topics in Consumer Science 
School of Human Ecology,CONSUMER SCIENCE,990,Research and Thesis 
School of Human Ecology,CONSUMER SCIENCE,999,Independent Study 
School of Human Ecology,CONSUMER SCIENCE,120,Design: Fundamentals I
School of Human Ecology,CONSUMER SCIENCE,227,Textile Design: Printing and Dyeing I
School of Human Ecology,CONSUMER SCIENCE,228,Textile Design: Structural Enrichment I 
School of Human Ecology,CONSUMER SCIENCE,251,Textile Science HS chem or consent of instructor 
School of Human Ecology,CONSUMER SCIENCE,264,Dimensions of Material Culture 
School of Human Ecology,CONSUMER SCIENCE,299,Independent Study
School of Human Ecology,CONSUMER SCIENCE,356,Sustainable Residential Construction 
School of Human Ecology,CONSUMER SCIENCE,429,Textile Design: Weaving II
School of Human Ecology,CONSUMER SCIENCE,430,History of Textiles 
School of Human Ecology,CONSUMER SCIENCE,451,Color Theory and Technology QR-A satisfied 
School of Human Ecology,CONSUMER SCIENCE,469,Interdisciplinary Studies in the Arts
School of Human Ecology,CONSUMER SCIENCE,501,Special Topics 
School of Human Ecology,CONSUMER SCIENCE,601,Internship 
School of Human Ecology,CONSUMER SCIENCE,691,Senior Thesis
School of Human Ecology,CONSUMER SCIENCE,699,Independent Study
School of Human Ecology,CONSUMER SCIENCE,920,Seminar in Design Studies
School of Human Ecology,CONSUMER SCIENCE,955,Practical Research Design and Methods of Empirical Inquiry 
School of Human Ecology,CONSUMER SCIENCE,990,Research and Thesis
School of Human Ecology,CONSUMER SCIENCE,999,Independent Study
School of Human Ecology,HUMAN DEVEL & FAMILY STUDIES,363,Development from Adolescence to Old Age
School of Human Ecology,HUMAN DEVEL & FAMILY STUDIES,474,Racial Ethnic Families in the U.S. 
School of Human Ecology,HUMAN DEVEL & FAMILY STUDIES,501,Special Topics 
School of Human Ecology,HUMAN DEVEL & FAMILY STUDIES,516,Family Stress and Coping
School of Human Ecology,HUMAN DEVEL & FAMILY STUDIES,517,Couple Relationships
School of Human Ecology,HUMAN DEVEL & FAMILY STUDIES,535,A Family Perspective in Policymaking 
School of Human Ecology,HUMAN DEVEL & FAMILY STUDIES,601,Internship 
School of Human Ecology,HUMAN DEVEL & FAMILY STUDIES,662,Advanced Study of the Young Child
School of Human Ecology,HUMAN DEVEL & FAMILY STUDIES,699,Independent Study
School of Human Ecology,HUMAN DEVEL & FAMILY STUDIES,763,Aging and the Family 
School of Human Ecology,HUMAN DEVEL & FAMILY STUDIES,766,Current Issues in Family Living 
School of Human Ecology,HUMAN DEVEL & FAMILY STUDIES,990,Research and Thesis 
School of Human Ecology,HUMAN DEVEL & FAMILY STUDIES,999,Independent Study 
School of Human Ecology,INTERDIS COURSES (SOHE),130,Community Newswriting 
School of Human Ecology,INTERDIS COURSES (SOHE),299,Independent Study 
School of Human Ecology,INTERDIS COURSES (SOHE),300,Nonprofit Sector: Overview and Foundations 
School of Human Ecology,INTERDIS COURSES (SOHE),330,Practicum in Family and Consumer Education Adm to fam & consumer educ teacher cert progm 
School of Human Ecology,INTERDIS COURSES (SOHE),350,Community Issues and Service Learning 
School of Human Ecology,INTERDIS COURSES (SOHE),399,Coordinative Internship/Cooperative Education 
School of Human Ecology,INTERDIS COURSES (SOHE),427,Methods of Teaching Family and Consumer Education 
School of Human Ecology,INTERDIS COURSES (SOHE),460,Leadership and Management of Nonprofit Organizations 
School of Human Ecology,INTERDIS COURSES (SOHE),501,Special Topics 
School of Human Ecology,INTERDIS COURSES (SOHE),560,Community Leadershp 
School of Human Ecology,INTERDIS COURSES (SOHE),570,Community Based Research and Evaluation
School of Human Ecology,INTERDIS COURSES (SOHE),675,General Topics 
School of Human Ecology,INTERDIS COURSES (SOHE),681,Senior Honors Thesis
School of Human Ecology,INTERDIS COURSES (SOHE),691,Senior Thesis
School of Human Ecology,INTERDIS COURSES (SOHE),699,Independent Study
School of Human Ecology,INTERDIS COURSES (SOHE),742,Facilitating Learning for Adults 
School of Human Ecology,INTERDIS COURSES (SOHE),793,Research Methods 
School of Human Ecology,INTERDIS COURSES (SOHE),990,Research and Thesis
School of Human Ecology,INTERDIS COURSES (SOHE),106,Environmental Geology 
School of Human Ecology,INTERDIS COURSES (SOHE),112,Environmental Studies: The Social Perspective
School of Human Ecology,INTERDIS COURSES (SOHE),120,Global Physical Environments
School of Human Ecology,INTERDIS COURSES (SOHE),126,Principles of Environmental Science
School of Human Ecology,INTERDIS COURSES (SOHE),139,Resources and People
School of Human Ecology,INTERDIS COURSES (SOHE),171,Global Change: Atmospheric Issues and Problems 
School of Human Ecology,INTERDIS COURSES (SOHE),199,Directed Study 
School of Human Ecology,INTERDIS COURSES (SOHE),230,Soil: Ecosystem and Resource 
School of Human Ecology,INTERDIS COURSES (SOHE),244,The Environment and the Global Economy 
School of Human Ecology,INTERDIS COURSES (SOHE),250,Introduction to Sustainability Science 
School of Human Ecology,INTERDIS COURSES (SOHE),260,Introductory Ecology 
School of Human Ecology,INTERDIS COURSES (SOHE),307,Literature of the Environment: Speaking for Nature 
School of Human Ecology,INTERDIS COURSES (SOHE),339,Environmental Conservation 
School of Human Ecology,INTERDIS COURSES (SOHE),343,Environmental Economics
School of Human Ecology,INTERDIS COURSES (SOHE),361,Wetlands Ecology Upper class st; basic college- level biology or equiv 
School of Human Ecology,INTERDIS COURSES (SOHE),367,Renewable Energy Systems College algebra/ college-level phys sci crse 
School of Human Ecology,INTERDIS COURSES (SOHE),377,An Introduction to Geographic Information Systems
School of Human Ecology,INTERDIS COURSES (SOHE),402,Special Topics: Social Perspectives in Environmental Studies 
School of Human Ecology,INTERDIS COURSES (SOHE),430,Law and Environment: Rights and Resources
School of Human Ecology,INTERDIS COURSES (SOHE),471,Introduction to Environmental Health A course in biology; 
School of Human Ecology,INTERDIS COURSES (SOHE),510,Ecology of Fishes 1
School of Human Ecology,INTERDIS COURSES (SOHE),511,Ecology of Fishes Lab 
School of Human Ecology,INTERDIS COURSES (SOHE),540,Sociology of International Development/ Environment/ and Sustainability 
School of Human Ecology,INTERDIS COURSES (SOHE),556,Remote Sensing Digital Image Processing 
School of Human Ecology,INTERDIS COURSES (SOHE),575,Assessment of Environmental Impact 
School of Human Ecology,INTERDIS COURSES (SOHE),600,Environmental Studies Major Capstone 
School of Human Ecology,INTERDIS COURSES (SOHE),601,Systems Thinking and Sustainable Businesses
School of Human Ecology,INTERDIS COURSES (SOHE),652,Decision Methods for Natural Resource Managers 
School of Human Ecology,INTERDIS COURSES (SOHE),671,Energy Economics 
School of Human Ecology,INTERDIS COURSES (SOHE),682,Senior Honors Thesis
School of Human Ecology,INTERDIS COURSES (SOHE),692,Senior Thesis
School of Human Ecology,INTERDIS COURSES (SOHE),695,Applications of Geographic Information Systems in Natural Resources
School of Human Ecology,INTERDIS COURSES (SOHE),699,Directed Study
School of Human Ecology,INTERDIS COURSES (SOHE),718,Water Resources Management Practicum Planning Seminar II 
School of Human Ecology,INTERDIS COURSES (SOHE),740,Health Impact Assessment of Global Environmental Change 
School of Human Ecology,INTERDIS COURSES (SOHE),772,Practicum in Transportation Management and Policy
School of Human Ecology,INTERDIS COURSES (SOHE),810,Energy Analysis Seminar
School of Human Ecology,INTERDIS COURSES (SOHE),866,Global Environmental Governance
School of Human Ecology,INTERDIS COURSES (SOHE),900,Seminar 
School of Human Ecology,INTERDIS COURSES (SOHE),911,Limnology and Marine Science Seminar 
School of Human Ecology,INTERDIS COURSES (SOHE),970,Colloquium in Transportation Management and Policy
School of Human Ecology,INTERDIS COURSES (SOHE),976,The Practice of Conservation Biology and Sustainable Development 
School of Human Ecology,INTERDIS COURSES (SOHE),990,Research
School of Human Ecology,INTERDIS COURSES (SOHE),999,Advanced Independent Study
College of Letters and Science,AFRICAN LANGUAGES & LITERATURE AFRICAN,210,The African Storyteller 
College of Letters and Science,AFRICAN LANGUAGES & LITERATURE AFRICAN,270,The Hero and Trickster in African Oral Traditions 
College of Letters and Science,AFRICAN LANGUAGES & LITERATURE AFRICAN,277,Africa: An Introductory Survey 
College of Letters and Science,AFRICAN LANGUAGES & LITERATURE AFRICAN,300,African Literature in Translation 
College of Letters and Science,AFRICAN LANGUAGES & LITERATURE AFRICAN,332,Second Semester Swahili
College of Letters and Science,AFRICAN LANGUAGES & LITERATURE AFRICAN,372,Second Semester Yoruba
College of Letters and Science,AFRICAN LANGUAGES & LITERATURE AFRICAN,374,Fourth Semester Yoruba
College of Letters and Science,AFRICAN LANGUAGES & LITERATURE AFRICAN,392,Second Semester-A Language of West Africa
College of Letters and Science,AFRICAN LANGUAGES & LITERATURE AFRICAN,446,Readings in Advanced Arabic Texts
College of Letters and Science,AFRICAN LANGUAGES & LITERATURE AFRICAN,500,Language and Society in Africa 
College of Letters and Science,AFRICAN LANGUAGES & LITERATURE AFRICAN,501,Structure and Analysis of African Languages
College of Letters and Science,AFRICAN LANGUAGES & LITERATURE AFRICAN,669,Special Topics 
College of Letters and Science,AFRICAN LANGUAGES & LITERATURE AFRICAN,699,Directed Study
College of Letters and Science,AFRICAN LANGUAGES & LITERATURE AFRICAN,990,Thesis
College of Letters and Science,AFRICAN LANGUAGES & LITERATURE AFRICAN,999,Independent Reading and Research
College of Letters and Science,AFRICAN LANGUAGES & LITERATURE AFRICAN,156,Black Music and American Cultural History
College of Letters and Science,AFRICAN LANGUAGES & LITERATURE AFRICAN,199,Directed Study
College of Letters and Science,AFRICAN LANGUAGES & LITERATURE AFRICAN,222,Introduction to Black Women Writers
College of Letters and Science,AFRICAN LANGUAGES & LITERATURE AFRICAN,227,Masterpieces of African American Literature
College of Letters and Science,AFRICAN LANGUAGES & LITERATURE AFRICAN,231,Introduction to Afro-American History
College of Letters and Science,AFRICAN LANGUAGES & LITERATURE AFRICAN,242,Introduction to Afro-American Art
College of Letters and Science,AFRICAN LANGUAGES & LITERATURE AFRICAN,272,Race and American Politics from the New Deal to the New Right
College of Letters and Science,AFRICAN LANGUAGES & LITERATURE AFRICAN,277,Africa: An Introductory Survey
College of Letters and Science,AFRICAN LANGUAGES & LITERATURE AFRICAN,311,Black Music 
College of Letters and Science,AFRICAN LANGUAGES & LITERATURE AFRICAN,326,Race and Gender in Post-World War II U.S. Society
College of Letters and Science,AFRICAN LANGUAGES & LITERATURE AFRICAN,347,The Caribbean and its Diasporas 
College of Letters and Science,AFRICAN LANGUAGES & LITERATURE AFRICAN,366,Artistic/Cultural Images of Black Women 
College of Letters and Science,AFRICAN LANGUAGES & LITERATURE AFRICAN,423,Black Feminisms 
College of Letters and Science,AFRICAN LANGUAGES & LITERATURE AFRICAN,469,Interdisciplinary Studies in the Arts
College of Letters and Science,AFRICAN LANGUAGES & LITERATURE AFRICAN,519,African American Political Theory
College of Letters and Science,AFRICAN LANGUAGES & LITERATURE AFRICAN,523,Race/ American Medicine and Public Health
College of Letters and Science,AFRICAN LANGUAGES & LITERATURE AFRICAN,602,The Harlem Renaissance
College of Letters and Science,AFRICAN LANGUAGES & LITERATURE AFRICAN,671,Selected Topics in Afro-American History 
College of Letters and Science,AFRICAN LANGUAGES & LITERATURE AFRICAN,672,Selected Topics in Afro-American Literature
College of Letters and Science,AFRICAN LANGUAGES & LITERATURE AFRICAN,673,Selected Topics in Afro-American Society 
College of Letters and Science,AFRICAN LANGUAGES & LITERATURE AFRICAN,250,Indians of Wisconsin
College of Letters and Science,AFRICAN LANGUAGES & LITERATURE AFRICAN,325,American Indians in Film
College of Letters and Science,AFRICAN LANGUAGES & LITERATURE AFRICAN,444,Native American Environmental Issues and the Media
College of Letters and Science,AFRICAN LANGUAGES & LITERATURE AFRICAN,450,Issues in American Indian Studies
College of Letters and Science,AFRICAN LANGUAGES & LITERATURE AFRICAN,578,Poverty and Place
College of Letters and Science,AFRICAN LANGUAGES & LITERATURE AFRICAN,699,Directed Study 
College of Letters and Science,ANTHROPOLOGY,100,General Anthropology 
College of Letters and Science,ANTHROPOLOGY,102,Archaeology and the Prehistoric World
College of Letters and Science,ANTHROPOLOGY,104,Cultural Anthropology and Human Diversity
College of Letters and Science,ANTHROPOLOGY,105,Principles of Biological Anthropology
College of Letters and Science,ANTHROPOLOGY,112,Principles of Archaeology
College of Letters and Science,ANTHROPOLOGY,264,Dimensions of Material Culture 
College of Letters and Science,ANTHROPOLOGY,277,Africa: An Introductory Survey 
College of Letters and Science,ANTHROPOLOGY,300,Cultural Anthropology: Theory and Ethnography 
College of Letters and Science,ANTHROPOLOGY,301,Introduction to Linguistics: Descriptive and Theoretical
College of Letters and Science,ANTHROPOLOGY,303,Human Skeletal Anatomy
College of Letters and Science,ANTHROPOLOGY,310,Topics in Archaeology
College of Letters and Science,ANTHROPOLOGY,322,The Origins of Civilization
College of Letters and Science,ANTHROPOLOGY,330,Topics in Ethnology 
College of Letters and Science,ANTHROPOLOGY,365,Medical Anthropology 
College of Letters and Science,ANTHROPOLOGY,410,Evolutionary Biology
College of Letters and Science,ANTHROPOLOGY,448,Anthropology of Law
College of Letters and Science,ANTHROPOLOGY,490,Undergraduate Seminar 
College of Letters and Science,ANTHROPOLOGY,539,The Folklore of Festivals and Celebrations 
College of Letters and Science,ANTHROPOLOGY,570,Anthropology and Education 
College of Letters and Science,ANTHROPOLOGY,606,Ethnicity/ Nations/ and Nationalism
College of Letters and Science,ANTHROPOLOGY,681,Senior Honors Thesis
College of Letters and Science,ANTHROPOLOGY,682,Senior Honors Thesis
College of Letters and Science,ANTHROPOLOGY,690,Problems in Anthropology
College of Letters and Science,ANTHROPOLOGY,691,Senior Thesis 
College of Letters and Science,ANTHROPOLOGY,692,Senior Thesis
College of Letters and Science,ANTHROPOLOGY,696,Archaeological Methods of Curation 
College of Letters and Science,ANTHROPOLOGY,698,Directed Study 
College of Letters and Science,ANTHROPOLOGY,699,Directed Study
College of Letters and Science,ANTHROPOLOGY,900,Fundamentals of Anthropological Theory 
College of Letters and Science,ANTHROPOLOGY,920,Anthropology of Gender 
College of Letters and Science,ANTHROPOLOGY,925,Seminar: Socio-Economic Change in Underdeveloped Areas 
College of Letters and Science,ANTHROPOLOGY,940,Seminar-Problems in Cultural Anthropology 
